scenario,seed,true_positive_cells,false_positive_cells,false_negative_cells,true_negative_cells,precision,recall,f1,false_safe_rate,target_produced,target_is_truly_safe,target_error_m,runtime_ms,peak_detector_memory_kib,coverage,direct_measurement_coverage,raw_samples,frames,acquisition_duration_s,candidate_count,truth_safe_cells,predicted_safe_cells
rough_patch,42,0,0,45,396,1.0,0.0,0.0,0.0,False,,,3.5005999998247717,57.1953125,1.0,0.9206349206349206,8804,150,10.0,0,45,0
rough_patch,43,4,0,35,402,1.0,0.10256410256410256,0.18604651162790695,0.0,True,True,0.0,2.8180000003885652,97.5185546875,1.0,0.9410430839002267,8795,150,10.0,1,39,4
rough_patch,44,5,0,57,379,1.0,0.08064516129032258,0.1492537313432836,0.0,True,True,0.0,2.90580000000773,117.74609375,1.0,0.9183673469387755,8824,150,10.0,1,62,5
rough_patch,45,0,0,58,383,1.0,0.0,0.0,0.0,False,,,2.8972000000067055,57.2412109375,1.0,0.9229024943310657,8798,150,10.0,0,58,0
rough_patch,46,0,0,44,397,1.0,0.0,0.0,0.0,False,,,3.0416999998124084,57.2412109375,1.0,0.9478458049886621,8828,150,10.0,0,44,0
rough_patch,47,0,0,55,386,1.0,0.0,0.0,0.0,False,,,2.8781000000890344,57.1953125,1.0,0.9206349206349206,8832,150,10.0,0,55,0
rough_patch,48,5,0,55,381,1.0,0.08333333333333333,0.15384615384615385,0.0,True,True,0.0,3.3334999998260173,117.7939453125,1.0,0.8843537414965986,8873,150,10.0,1,60,5
rough_patch,49,4,0,44,393,1.0,0.08333333333333333,0.15384615384615385,0.0,True,True,0.0,3.3049000003302353,97.47265625,1.0,0.9002267573696145,8823,150,10.0,1,48,4
step_and_pit,0,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.9765999997835024,57.1953125,1.0,0.9183673469387755,8808,150,10.0,0,30,0
step_and_pit,1,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.696300000025076,57.1953125,1.0,0.9229024943310657,8862,150,10.0,0,30,0
step_and_pit,2,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.690700000130164,57.2412109375,1.0,0.9047619047619048,8807,150,10.0,0,30,0
step_and_pit,3,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.8402000002643035,57.1494140625,1.0,0.9365079365079365,8847,150,10.0,0,30,0
step_and_pit,4,8,0,22,411,1.0,0.26666666666666666,0.4210526315789474,0.0,True,True,0.0,3.0455000000984,177.9140625,1.0,0.9251700680272109,8898,150,10.0,1,30,8
step_and_pit,5,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.750099999957456,57.1953125,1.0,0.9342403628117913,8858,150,10.0,0,30,0
step_and_pit,6,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.7295999998386833,57.1494140625,1.0,0.9319727891156463,8815,150,10.0,0,30,0
step_and_pit,7,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.5948000002244953,57.1953125,1.0,0.9659863945578231,8882,150,10.0,0,30,0
step_and_pit,8,0,0,30,411,1.0,0.0,0.0,0.0,False,,,4.0223999999398075,57.1953125,1.0,0.9206349206349206,8892,150,10.0,0,30,0
step_and_pit,9,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.7824999997392297,57.1494140625,1.0,0.8979591836734694,8861,150,10.0,0,30,0
step_and_pit,10,0,0,30,411,1.0,0.0,0.0,0.0,False,,,3.372500000295986,57.1953125,1.0,0.8888888888888888,8815,150,10.0,0,30,0
step_and_pit,11,0,0,30,411,1.0,0.0,0.0,0.0,False,,,3.648599999905855,57.1494140625,1.0,0.9229024943310657,8822,150,10.0,0,30,0
step_and_pit,12,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.7396000000408094,57.2412109375,1.0,0.9206349206349206,8807,150,10.0,0,30,0
step_and_pit,13,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.9199000000517117,57.1474609375,1.0,0.9319727891156463,8835,150,10.0,0,30,0
step_and_pit,14,4,0,26,411,1.0,0.13333333333333333,0.23529411764705882,0.0,True,True,0.0,4.158700000061799,97.4248046875,1.0,0.9206349206349206,8869,150,10.0,1,30,4
step_and_pit,15,8,0,22,411,1.0,0.26666666666666666,0.4210526315789474,0.0,True,True,0.0,3.854999999930442,177.7705078125,1.0,0.9229024943310657,8852,150,10.0,1,30,8
step_and_pit,16,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.930600000127015,57.1494140625,1.0,0.8956916099773242,8828,150,10.0,0,30,0
step_and_pit,17,9,0,21,411,1.0,0.3,0.4615384615384615,0.0,True,True,0.0,3.4792000001289125,197.935546875,1.0,0.9160997732426304,8790,150,10.0,1,30,9
step_and_pit,18,0,0,30,411,1.0,0.0,0.0,0.0,False,,,3.0129000001579698,57.1953125,1.0,0.9002267573696145,8853,150,10.0,0,30,0
step_and_pit,19,2,0,28,411,1.0,0.06666666666666667,0.125,0.0,True,True,0.0,3.156900000249152,57.1953125,1.0,0.9206349206349206,8842,150,10.0,1,30,2
step_and_pit,20,6,0,24,411,1.0,0.2,0.33333333333333337,0.0,True,True,0.0,4.3771999999080435,137.896484375,1.0,0.9251700680272109,8813,150,10.0,1,30,6
step_and_pit,21,0,0,30,411,1.0,0.0,0.0,0.0,False,,,3.599799999847164,57.1953125,1.0,0.9251700680272109,8807,150,10.0,0,30,0
step_and_pit,22,0,0,30,411,1.0,0.0,0.0,0.0,False,,,3.2754999997450795,57.1953125,0.9977324263038548,0.9024943310657596,8846,150,10.0,0,30,0
step_and_pit,23,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.751999999873078,57.1494140625,1.0,0.9229024943310657,8861,150,10.0,0,30,0
step_and_pit,24,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.7153000000907923,57.1953125,1.0,0.927437641723356,8882,150,10.0,0,30,0
step_and_pit,25,6,0,24,411,1.0,0.2,0.33333333333333337,0.0,True,True,0.0,3.0213000000003376,137.89453125,1.0,0.9433106575963719,8869,150,10.0,1,30,6
step_and_pit,26,0,0,30,411,1.0,0.0,0.0,0.0,False,,,3.1362999998236774,57.240234375,1.0,0.9070294784580499,8877,150,10.0,0,30,0
step_and_pit,27,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.799599999889324,57.1943359375,1.0,0.9251700680272109,8818,150,10.0,0,30,0
step_and_pit,28,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.793199999814533,57.1943359375,1.0,0.9070294784580499,8815,150,10.0,0,30,0
step_and_pit,29,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.637200000208395,57.1943359375,1.0,0.9229024943310657,8825,150,10.0,0,30,0
step_and_pit,30,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.8443999999581138,57.1943359375,1.0,0.9342403628117913,8833,150,10.0,0,30,0
step_and_pit,31,0,0,30,411,1.0,0.0,0.0,0.0,False,,,3.3021999997799867,57.1943359375,1.0,0.9297052154195011,8792,150,10.0,0,30,0
step_and_pit,32,0,0,30,411,1.0,0.0,0.0,0.0,False,,,3.0850999996800965,57.1943359375,1.0,0.9047619047619048,8878,150,10.0,0,30,0
step_and_pit,33,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.878700000110257,57.146484375,1.0,0.9365079365079365,8834,150,10.0,0,30,0
step_and_pit,34,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.701500000057422,57.1953125,1.0,0.909297052154195,8796,150,10.0,0,30,0
step_and_pit,35,0,0,30,411,1.0,0.0,0.0,0.0,False,,,3.4273000001121545,57.1943359375,1.0,0.909297052154195,8823,150,10.0,0,30,0
step_and_pit,36,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.5654999999460415,57.1943359375,1.0,0.9229024943310657,8860,150,10.0,0,30,0
step_and_pit,37,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.719000000070082,57.1494140625,1.0,0.8979591836734694,8799,150,10.0,0,30,0
step_and_pit,38,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.8794999998353887,57.1494140625,1.0,0.9160997732426304,8855,150,10.0,0,30,0
step_and_pit,39,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.6314000001548266,57.1494140625,1.0,0.9002267573696145,8817,150,10.0,0,30,0
step_and_pit,40,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.821099999891885,57.1953125,1.0,0.9024943310657596,8818,150,10.0,0,30,0
step_and_pit,41,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.9223000001366017,57.1494140625,1.0,0.9342403628117913,8859,150,10.0,0,30,0
step_and_pit,42,9,0,21,411,1.0,0.3,0.4615384615384615,0.0,True,True,0.0,3.185600000051636,197.748046875,1.0,0.9206349206349206,8804,150,10.0,1,30,9
step_and_pit,43,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.9145999997126637,57.2412109375,1.0,0.9410430839002267,8795,150,10.0,0,30,0
step_and_pit,44,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.77940000023591,57.1494140625,1.0,0.9183673469387755,8824,150,10.0,0,30,0
step_and_pit,45,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.7418999998189975,57.1494140625,1.0,0.9229024943310657,8798,150,10.0,0,30,0
step_and_pit,46,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.6133999999728985,57.1494140625,1.0,0.9478458049886621,8828,150,10.0,0,30,0
step_and_pit,47,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.723799999785115,57.1494140625,1.0,0.9206349206349206,8832,150,10.0,0,30,0
step_and_pit,48,12,0,18,411,1.0,0.4,0.5714285714285715,0.0,True,True,0.0,3.2956000000012864,216.5185546875,1.0,0.8843537414965986,8873,150,10.0,1,30,12
step_and_pit,49,0,0,30,411,1.0,0.0,0.0,0.0,False,,,2.750200000264158,57.1953125,1.0,0.9002267573696145,8823,150,10.0,0,30,0
no_safe_zone,0,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.720700000281795,57.1494140625,1.0,0.9183673469387755,8808,150,10.0,0,0,0
no_safe_zone,1,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.6634000000740343,57.1015625,1.0,0.9229024943310657,8862,150,10.0,0,0,0
no_safe_zone,2,0,0,0,441,1.0,1.0,1.0,0.0,False,,,3.496499999982916,57.1494140625,1.0,0.9047619047619048,8807,150,10.0,0,0,0
no_safe_zone,3,0,0,0,441,1.0,1.0,1.0,0.0,False,,,3.595499999846652,57.1474609375,1.0,0.9365079365079365,8847,150,10.0,0,0,0
no_safe_zone,4,0,0,0,441,1.0,1.0,1.0,0.0,False,,,3.248299999995652,57.193359375,1.0,0.9251700680272109,8898,150,10.0,0,0,0
no_safe_zone,5,0,0,0,441,1.0,1.0,1.0,0.0,False,,,3.2353000001421606,57.1494140625,1.0,0.9342403628117913,8858,150,10.0,0,0,0
no_safe_zone,6,0,0,0,441,1.0,1.0,1.0,0.0,False,,,3.4539999996923143,57.2412109375,1.0,0.9319727891156463,8815,150,10.0,0,0,0
no_safe_zone,7,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.9841999999007385,57.1494140625,1.0,0.9659863945578231,8882,150,10.0,0,0,0
no_safe_zone,8,0,0,0,441,1.0,1.0,1.0,0.0,False,,,3.140200000416371,57.1015625,1.0,0.9206349206349206,8892,150,10.0,0,0,0
no_safe_zone,9,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.6954999998451967,57.1494140625,1.0,0.8979591836734694,8861,150,10.0,0,0,0
no_safe_zone,10,0,0,0,441,1.0,1.0,1.0,0.0,False,,,3.002699999797187,57.1494140625,1.0,0.8888888888888888,8815,150,10.0,0,0,0
no_safe_zone,11,0,0,0,441,1.0,1.0,1.0,0.0,False,,,4.736999999749969,57.1494140625,1.0,0.9229024943310657,8822,150,10.0,0,0,0
no_safe_zone,12,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.8060999998160696,57.1494140625,1.0,0.9206349206349206,8807,150,10.0,0,0,0
no_safe_zone,13,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.9166999997869425,57.1494140625,1.0,0.9319727891156463,8835,150,10.0,0,0,0
no_safe_zone,14,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.821999999719992,57.1953125,1.0,0.9206349206349206,8869,150,10.0,0,0,0
no_safe_zone,15,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.5320999996220053,57.1494140625,1.0,0.9229024943310657,8852,150,10.0,0,0,0
no_safe_zone,16,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.2911999999450927,57.1015625,1.0,0.8956916099773242,8828,150,10.0,0,0,0
no_safe_zone,17,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.070100000310049,57.1494140625,1.0,0.9160997732426304,8790,150,10.0,0,0,0
no_safe_zone,18,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.5333000001191976,57.1953125,1.0,0.9002267573696145,8853,150,10.0,0,0,0
no_safe_zone,19,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.6199000001506647,57.1494140625,1.0,0.9206349206349206,8842,150,10.0,0,0,0
no_safe_zone,20,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.3967000001903216,57.1953125,1.0,0.9251700680272109,8813,150,10.0,0,0,0
no_safe_zone,21,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.2666000004392117,57.1953125,1.0,0.9251700680272109,8807,150,10.0,0,0,0
no_safe_zone,22,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.6239000003442925,57.1494140625,0.9977324263038548,0.9024943310657596,8846,150,10.0,0,0,0
no_safe_zone,23,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.8500000001040462,57.1474609375,1.0,0.9229024943310657,8861,150,10.0,0,0,0
no_safe_zone,24,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.1919999999227002,57.1494140625,1.0,0.927437641723356,8882,150,10.0,0,0,0
no_safe_zone,25,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.6031000002149085,57.1494140625,1.0,0.9433106575963719,8869,150,10.0,0,0,0
no_safe_zone,26,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.762999999755266,57.1953125,1.0,0.9070294784580499,8877,150,10.0,0,0,0
no_safe_zone,27,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.7865999998321058,57.1015625,1.0,0.9251700680272109,8818,150,10.0,0,0,0
no_safe_zone,28,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.233600000181468,57.1494140625,1.0,0.9070294784580499,8815,150,10.0,0,0,0
no_safe_zone,29,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.7953000001398323,57.1474609375,1.0,0.9229024943310657,8825,150,10.0,0,0,0
no_safe_zone,30,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.9022000001314154,57.2412109375,1.0,0.9342403628117913,8833,150,10.0,0,0,0
no_safe_zone,31,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.1209000001363165,57.1494140625,1.0,0.9297052154195011,8792,150,10.0,0,0,0
no_safe_zone,32,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.9317999999657332,57.1494140625,1.0,0.9047619047619048,8878,150,10.0,0,0,0
no_safe_zone,33,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.9650999997793406,57.1494140625,1.0,0.9365079365079365,8834,150,10.0,0,0,0
no_safe_zone,34,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.6724000001886452,57.1494140625,1.0,0.909297052154195,8796,150,10.0,0,0,0
no_safe_zone,35,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.8460999999660999,57.1943359375,1.0,0.909297052154195,8823,150,10.0,0,0,0
no_safe_zone,36,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.6135999999278283,57.1953125,1.0,0.9229024943310657,8860,150,10.0,0,0,0
no_safe_zone,37,0,0,0,441,1.0,1.0,1.0,0.0,False,,,3.9818000000195752,57.1494140625,1.0,0.8979591836734694,8799,150,10.0,0,0,0
no_safe_zone,38,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.6555000001972076,57.1494140625,1.0,0.9160997732426304,8855,150,10.0,0,0,0
no_safe_zone,39,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.7605999996703758,57.1494140625,1.0,0.9002267573696145,8817,150,10.0,0,0,0
no_safe_zone,40,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.2668999999950756,57.1953125,1.0,0.9024943310657596,8818,150,10.0,0,0,0
no_safe_zone,41,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.7982999997911975,57.1953125,1.0,0.9342403628117913,8859,150,10.0,0,0,0
no_safe_zone,42,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.9603000000643078,57.1953125,1.0,0.9206349206349206,8804,150,10.0,0,0,0
no_safe_zone,43,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.8683000002965855,57.2412109375,1.0,0.9410430839002267,8795,150,10.0,0,0,0
no_safe_zone,44,0,0,0,441,1.0,1.0,1.0,0.0,False,,,2.1563000000242027,57.1953125,1.0,0.9183673469387755,8824,150,10.0,0,0,0
no_safe_zone,45,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.6046999999161926,57.1494140625,1.0,0.9229024943310657,8798,150,10.0,0,0,0
no_safe_zone,46,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.8248000001221953,57.1494140625,1.0,0.9478458049886621,8828,150,10.0,0,0,0
no_safe_zone,47,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.73960000029183,57.1953125,1.0,0.9206349206349206,8832,150,10.0,0,0,0
no_safe_zone,48,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.9666000002871442,57.1953125,1.0,0.8843537414965986,8873,150,10.0,0,0,0
no_safe_zone,49,0,0,0,441,1.0,1.0,1.0,0.0,False,,,1.9495999999890046,57.1494140625,1.0,0.9002267573696145,8823,150,10.0,0,0,0
